age,gender,cgpa,branch,internships_count,projects_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa
23,Female,6.18,CSE,3,4,86,53,83,47,95,68.7,3,Not Placed,0.0
25,Male,5.53,AIML,2,0,78,80,44,75,38,84.6,2,Not Placed,0.0
24,Female,5.25,MECH,2,4,98,87,82,98,48,97.2,2,Not Placed,0.0
22,Male,5.11,ECE,1,2,57,93,68,89,92,90.1,1,Not Placed,0.0
25,Male,7.16,MBA,4,4,68,48,90,64,89,81.9,0,Placed,12.99
23,Male,7.13,AIML,2,3,63,88,49,74,80,72.4,0,Placed,11.56
23,Female,5.93,CIVIL,3,4,91,93,95,52,34,85.5,2,Not Placed,0.0
20,Female,8.92,ECE,4,0,41,74,89,45,45,88.6,0,Placed,14.54
22,Male,5.65,CSE,3,3,98,61,83,74,36,85.5,2,Not Placed,0.0
25,Female,9.58,ECE,3,0,83,44,48,85,31,90.2,0,Placed,18.02
25,Female,7.94,AIML,1,2,66,83,61,100,60,71.2,0,Placed,12.75
21,Male,5.14,AIML,3,2,62,76,49,78,62,80.3,1,Not Placed,0.0
20,Female,9.81,CSE,0,0,78,53,59,89,69,81.9,0,Placed,16.19
20,Male,6.54,MBA,4,2,30,56,59,43,88,63.6,0,Not Placed,0.0
25,Female,7.25,AIML,0,0,76,44,90,84,35,67.1,0,Not Placed,0.0
25,Male,6.42,ECE,3,1,66,52,66,82,75,72.3,1,Not Placed,0.0
24,Male,8.64,MBA,3,4,38,98,92,81,69,61.9,0,Placed,13.29
24,Male,7.43,CSE,1,1,47,93,77,55,72,69.3,0,Not Placed,0.0
24,Female,5.66,AIML,1,2,73,86,49,96,41,80.9,1,Not Placed,0.0
20,Female,5.52,AIML,1,0,99,70,58,50,33,81.7,3,Not Placed,0.0
21,Female,8.63,ECE,1,0,92,88,80,63,88,70.0,0,Placed,15.55
23,Male,6.19,AIML,2,0,32,49,69,53,78,97.9,2,Not Placed,0.0
24,Male,5.69,ECE,1,0,47,87,55,79,34,78.7,1,Not Placed,0.0
21,Male,7.5,CIVIL,3,4,66,100,79,47,53,85.5,0,Placed,12.93
22,Male,9.01,MBA,3,3,49,62,51,94,64,61.2,0,Placed,14.68
24,Male,6.39,ECE,4,1,65,68,93,69,34,76.0,3,Not Placed,0.0
23,Female,6.38,MECH,0,2,33,55,44,70,34,81.7,1,Not Placed,0.0
22,Female,9.17,AIML,2,0,46,56,82,45,84,72.5,0,Placed,14.26
22,Male,5.74,CIVIL,2,1,86,46,90,63,94,66.9,3,Not Placed,0.0
23,Female,8.08,MBA,4,3,78,82,42,94,95,68.0,0,Placed,15.27
24,Female,9.78,CSE,4,1,82,53,63,40,36,78.7,0,Placed,18.55
20,Female,9.21,MECH,1,2,39,83,93,77,44,62.8,0,Placed,13.58
23,Female,5.31,CSE,4,0,58,48,65,95,73,69.4,2,Not Placed,0.0
23,Female,6.6,MECH,2,2,38,46,70,85,58,88.8,0,Not Placed,0.0
23,Female,5.71,CIVIL,0,0,50,53,86,60,31,68.6,2,Not Placed,0.0
22,Male,9.75,MBA,0,3,30,55,98,45,87,64.7,0,Placed,13.42
21,Male,9.93,CIVIL,2,2,65,99,93,54,100,63.4,0,Placed,16.89
20,Female,6.17,CIVIL,1,1,35,49,91,71,39,99.5,2,Not Placed,0.0
24,Male,8.35,MECH,0,3,47,99,42,57,84,63.5,0,Placed,11.78
24,Male,9.21,ECE,0,2,40,44,93,86,71,77.3,0,Not Placed,0.0
21,Male,6.17,MBA,1,0,98,90,40,71,99,80.4,2,Not Placed,0.0
23,Female,5.94,CSE,0,3,50,46,50,51,97,98.6,3,Not Placed,0.0
20,Female,5.06,ECE,3,0,38,61,84,50,42,95.6,2,Not Placed,0.0
24,Male,7.06,ECE,2,4,31,63,44,73,66,69.5,0,Not Placed,0.0
25,Male,9.5,AIML,0,1,33,79,46,41,37,63.4,0,Placed,13.15
24,Female,9.51,CSE,0,0,41,81,72,83,69,77.5,0,Placed,13.65
23,Male,5.64,MECH,1,2,68,98,52,61,38,64.0,2,Not Placed,0.0
25,Male,6.02,AIML,0,4,89,61,81,60,89,94.8,2,Not Placed,0.0
21,Female,7.04,AIML,1,3,63,94,70,45,39,88.2,0,Placed,10.85
20,Male,8.9,CIVIL,2,2,88,74,99,45,100,97.8,0,Placed,16.25
21,Male,8.06,MECH,3,3,35,85,91,51,51,82.8,0,Placed,12.13
21,Female,7.57,ECE,4,4,61,91,89,43,85,74.6,0,Placed,13.31
20,Male,7.96,MBA,2,2,57,94,52,46,75,80.0,0,Placed,12.79
20,Female,5.48,ECE,0,0,70,93,40,51,47,66.4,2,Not Placed,0.0
24,Male,7.39,ECE,3,2,56,42,88,69,88,78.5,0,Not Placed,0.0
24,Male,9.96,CIVIL,4,1,82,86,83,48,90,99.9,0,Placed,18.84
20,Male,5.44,ECE,4,0,40,81,94,46,81,87.6,3,Not Placed,0.0
25,Male,7.6,CSE,0,1,51,46,77,87,38,62.5,0,Not Placed,0.0
22,Female,6.48,ECE,4,2,34,58,78,86,92,89.0,1,Not Placed,0.0
24,Female,7.7,ECE,4,2,63,81,72,61,93,64.0,0,Placed,13.67
22,Female,7.87,CSE,2,3,91,100,81,66,43,75.6,0,Placed,14.6
25,Male,7.89,CIVIL,2,2,60,85,99,99,46,91.5,0,Placed,12.8
20,Female,9.26,AIML,4,0,76,47,74,74,46,65.1,0,Placed,17.32
25,Male,6.95,MECH,1,1,66,100,78,77,80,71.7,0,Not Placed,0.0
24,Female,7.58,CIVIL,0,4,55,62,81,63,85,67.8,0,Not Placed,0.0
21,Female,5.05,ECE,1,1,72,59,81,53,53,94.8,1,Not Placed,0.0
20,Male,8.95,AIML,1,3,90,72,48,79,65,65.9,0,Placed,15.97
23,Male,6.3,MECH,4,4,67,45,45,75,91,81.4,3,Not Placed,0.0
22,Male,9.08,MECH,0,4,61,54,95,52,47,71.0,0,Placed,14.09
25,Female,6.33,MECH,1,2,98,44,80,76,84,80.3,1,Not Placed,0.0
20,Female,5.05,CSE,2,3,91,53,94,91,71,66.7,3,Not Placed,0.0
25,Male,5.77,CSE,2,3,54,48,48,89,94,90.3,1,Not Placed,0.0
20,Male,9.93,AIML,0,2,62,65,66,50,43,85.7,0,Placed,15.64
24,Male,6.6,ECE,1,0,93,71,81,71,39,61.7,0,Not Placed,0.0
24,Female,5.54,AIML,3,2,100,70,68,44,34,97.9,2,Not Placed,0.0
24,Male,5.59,ECE,3,3,45,45,43,56,51,95.7,1,Not Placed,0.0
25,Male,6.55,CIVIL,0,4,78,40,64,41,66,71.9,0,Not Placed,0.0
23,Male,5.19,MECH,0,0,44,58,55,71,62,71.7,1,Not Placed,0.0
24,Female,7.56,MECH,3,3,49,54,96,62,39,80.0,0,Placed,12.2
20,Male,6.07,CSE,1,3,51,73,73,44,93,84.8,1,Not Placed,0.0
24,Female,7.6,CIVIL,1,2,39,58,50,97,87,71.6,0,Not Placed,0.0
21,Male,5.7,MBA,4,1,84,88,48,79,92,91.8,2,Not Placed,0.0
24,Male,7.15,CIVIL,0,3,57,50,74,77,64,63.1,0,Not Placed,0.0
25,Male,7.99,ECE,1,1,38,57,66,47,78,75.9,0,Not Placed,0.0
23,Male,5.31,CIVIL,3,0,60,63,78,66,57,82.2,1,Not Placed,0.0
21,Male,6.99,CSE,3,4,86,85,84,41,84,92.0,0,Placed,13.27
25,Male,6.51,ECE,2,1,60,90,98,79,38,94.9,0,Not Placed,0.0
25,Female,6.2,AIML,1,1,72,48,84,96,74,69.8,1,Not Placed,0.0
25,Male,8.02,ECE,4,1,38,50,99,95,56,69.6,0,Not Placed,0.0
20,Male,7.94,AIML,4,1,71,82,90,46,61,74.7,0,Placed,14.63
25,Female,8.15,MBA,0,1,79,43,67,79,70,77.1,0,Not Placed,0.0
20,Female,5.79,ECE,2,0,66,57,82,89,50,93.9,2,Not Placed,0.0
25,Female,6.43,MECH,3,3,100,83,100,61,36,60.3,3,Not Placed,0.0
22,Female,6.05,MBA,3,4,46,62,44,46,51,87.4,2,Not Placed,0.0
21,Male,7.7,AIML,0,3,77,80,55,100,83,68.8,0,Placed,12.11
22,Female,7.31,CSE,4,0,31,76,67,86,96,95.3,0,Not Placed,0.0
25,Male,6.65,MBA,4,0,71,40,41,48,87,72.7,0,Not Placed,0.0
21,Male,8.93,MBA,3,1,92,64,81,85,93,81.5,0,Placed,16.99
21,Male,5.47,MBA,0,0,40,48,49,98,71,73.2,2,Not Placed,0.0
23,Male,9.87,AIML,1,0,85,78,58,84,82,77.0,0,Placed,17.39
22,Male,5.58,AIML,2,1,74,40,97,74,57,80.9,2,Not Placed,0.0
23,Male,8.87,ECE,4,0,74,91,59,77,87,89.9,0,Placed,16.5
21,Male,6.84,MECH,4,0,58,56,97,63,34,64.8,0,Not Placed,0.0
20,Male,9.33,MBA,4,0,63,42,99,75,84,74.1,0,Placed,16.61
21,Male,5.37,ECE,1,2,98,62,99,92,89,85.6,2,Not Placed,0.0
23,Male,6.87,ECE,1,3,49,40,77,57,74,83.6,0,Not Placed,0.0
22,Male,6.68,MECH,2,2,99,63,98,82,49,91.2,0,Placed,12.93
25,Male,9.97,ECE,4,3,47,52,93,65,38,95.6,0,Placed,16.66
25,Female,9.93,MECH,3,1,89,97,87,78,36,63.8,0,Placed,18.69
22,Male,5.95,CSE,4,1,84,59,84,54,36,88.6,1,Not Placed,0.0
25,Female,8.15,MECH,2,3,81,59,90,95,79,71.4,0,Placed,14.58
25,Female,7.68,CIVIL,2,3,54,99,74,61,43,79.3,0,Placed,12.1
23,Male,5.77,MECH,3,4,95,51,80,64,64,85.1,1,Not Placed,0.0
22,Female,5.84,MECH,1,3,57,56,49,82,92,66.0,2,Not Placed,0.0
24,Male,9.95,CIVIL,3,3,49,60,87,90,48,73.9,0,Placed,16.44
20,Male,7.26,MECH,2,1,99,79,89,64,88,99.0,0,Placed,13.99
20,Female,5.63,AIML,3,1,66,63,75,80,93,65.5,3,Not Placed,0.0
25,Male,6.07,ECE,4,0,45,69,92,64,94,63.3,3,Not Placed,0.0
20,Female,6.34,ECE,2,0,64,62,95,77,46,93.5,1,Not Placed,0.0
22,Female,7.55,CSE,1,1,84,62,95,64,41,77.2,0,Not Placed,0.0
22,Male,6.68,CSE,1,0,94,95,93,46,84,87.0,0,Not Placed,0.0
21,Male,7.28,CIVIL,3,2,43,95,55,79,47,72.2,0,Placed,11.2
21,Male,5.83,AIML,3,2,53,86,89,95,95,67.9,3,Not Placed,0.0
20,Male,6.63,CSE,3,0,67,56,65,83,53,68.5,0,Not Placed,0.0
24,Male,5.35,ECE,4,0,38,41,70,63,33,67.8,2,Not Placed,0.0
21,Female,9.45,CSE,1,3,88,81,100,58,33,69.9,0,Placed,16.64
21,Male,5.99,CSE,2,3,80,63,81,61,50,68.8,1,Not Placed,0.0
22,Male,8.78,MECH,2,2,80,72,40,85,56,92.5,0,Placed,15.53
24,Male,6.75,CSE,1,2,48,96,62,62,40,81.3,0,Not Placed,0.0
25,Female,7.37,CIVIL,3,3,91,96,81,59,91,71.9,0,Placed,14.35
20,Male,6.46,ECE,0,3,39,84,88,59,93,73.8,2,Not Placed,0.0
21,Male,8.48,CIVIL,3,3,67,83,66,46,56,98.3,0,Placed,14.85
24,Female,9.22,CIVIL,1,0,32,54,58,73,93,67.4,0,Not Placed,0.0
24,Male,6.43,MBA,4,1,77,71,55,50,65,95.5,1,Not Placed,0.0
20,Male,6.21,AIML,3,2,70,81,96,82,91,89.5,3,Not Placed,0.0
24,Female,8.41,MBA,2,4,46,73,77,47,76,84.5,0,Placed,13.0
24,Female,5.98,MBA,4,3,98,99,47,77,95,85.0,3,Not Placed,0.0
24,Male,8.2,MECH,1,0,44,61,55,50,70,76.9,0,Not Placed,0.0
21,Male,5.47,CIVIL,0,2,85,70,51,82,74,77.6,3,Not Placed,0.0
20,Female,8.1,AIML,3,3,44,54,48,64,53,91.8,0,Placed,12.67
24,Male,7.57,ECE,4,0,34,59,87,70,48,92.4,0,Not Placed,0.0
24,Female,5.57,ECE,4,2,73,81,46,76,100,82.8,1,Not Placed,0.0
21,Male,8.25,AIML,2,2,32,62,79,65,97,90.7,0,Not Placed,0.0
20,Male,7.23,CIVIL,3,4,76,70,91,49,69,92.4,0,Placed,13.23
22,Male,6.09,CIVIL,0,4,59,41,76,72,93,73.3,2,Not Placed,0.0
21,Female,6.77,MECH,4,2,41,52,100,46,81,84.9,0,Not Placed,0.0
20,Female,7.46,MECH,2,0,44,81,62,75,72,77.4,0,Not Placed,0.0
24,Female,5.46,MBA,3,3,67,71,80,84,91,63.9,2,Not Placed,0.0
20,Female,9.79,ECE,3,3,57,88,47,97,84,85.9,0,Placed,16.57
20,Male,8.33,MECH,0,2,78,55,62,59,71,83.5,0,Placed,13.61
25,Male,5.51,AIML,2,3,76,54,59,54,88,64.1,3,Not Placed,0.0
20,Female,9.11,ECE,0,4,41,64,87,55,77,62.8,0,Placed,12.9
22,Female,6.61,CIVIL,4,3,83,51,50,74,75,70.0,0,Placed,12.96
20,Female,7.98,ECE,1,1,61,67,40,100,82,93.3,0,Not Placed,0.0
22,Female,6.39,CSE,1,4,30,80,88,60,93,62.5,3,Not Placed,0.0
24,Male,8.67,ECE,0,4,45,51,83,93,49,78.4,0,Placed,12.36
22,Male,8.62,MECH,0,2,40,96,44,74,58,67.2,0,Placed,11.85
24,Female,7.76,AIML,1,2,84,60,53,79,83,70.1,0,Placed,13.51
24,Male,6.2,CIVIL,4,3,65,51,46,87,82,90.8,1,Not Placed,0.0
22,Male,6.27,CIVIL,0,3,59,90,98,73,37,94.0,1,Not Placed,0.0
21,Female,6.91,MECH,4,2,97,93,99,78,49,83.2,0,Placed,14.36
23,Male,5.73,MECH,4,0,85,97,63,100,94,94.5,1,Not Placed,0.0
20,Female,6.69,MECH,2,3,89,88,78,40,87,94.3,0,Placed,12.34
25,Male,8.42,CSE,4,0,46,55,43,48,94,68.9,0,Placed,13.93
23,Female,9.15,AIML,3,4,62,49,86,80,64,85.8,0,Placed,15.59
20,Female,6.66,CSE,1,1,59,95,66,69,37,91.1,0,Not Placed,0.0
20,Female,6.17,MECH,1,0,42,49,46,60,37,82.4,3,Not Placed,0.0
24,Male,9.16,AIML,0,3,41,91,93,57,95,92.2,0,Placed,13.04
20,Male,9.45,MECH,0,2,61,41,63,61,57,85.2,0,Placed,14.61
25,Male,7.05,AIML,2,2,63,66,48,83,73,71.4,0,Not Placed,0.0
20,Male,5.13,CIVIL,2,1,41,91,40,65,45,87.4,2,Not Placed,0.0
22,Female,8.47,CSE,3,1,33,69,73,51,93,83.5,0,Placed,12.9
23,Male,8.92,MBA,0,4,55,72,79,70,66,85.0,0,Placed,13.44
22,Male,5.09,MECH,1,0,93,55,70,76,62,63.8,2,Not Placed,0.0
25,Male,7.98,MECH,3,1,59,49,78,82,37,65.0,0,Not Placed,0.0
20,Female,7.94,ECE,0,4,63,54,62,75,63,92.6,0,Placed,12.06
25,Male,6.89,MBA,3,4,62,65,42,87,42,77.3,0,Placed,11.43
24,Female,8.75,CIVIL,4,4,60,100,78,83,45,68.6,0,Placed,15.35
22,Female,7.14,MECH,4,3,85,95,59,41,65,63.7,0,Placed,13.72
22,Female,8.38,CSE,3,1,91,54,97,76,83,70.5,0,Placed,15.99
21,Female,7.59,CIVIL,0,2,60,45,87,79,68,71.8,0,Not Placed,0.0
20,Male,6.24,MECH,4,4,53,56,65,55,82,99.3,1,Not Placed,0.0
24,Female,8.03,CSE,4,2,98,84,73,89,63,93.4,0,Placed,16.52
22,Male,8.68,ECE,3,3,80,40,71,100,47,63.1,0,Placed,15.91
22,Female,9.87,ECE,4,0,94,89,72,62,70,89.9,0,Placed,19.35
24,Female,6.9,CSE,1,3,38,62,79,99,65,82.6,0,Not Placed,0.0
25,Male,5.32,CIVIL,4,3,37,73,44,74,34,69.1,3,Not Placed,0.0
25,Male,9.94,CSE,3,1,65,74,49,45,57,89.9,0,Placed,17.25
20,Male,8.12,MBA,4,4,98,99,75,100,78,61.2,0,Placed,16.54
21,Female,9.73,CSE,4,3,85,82,69,75,98,89.3,0,Placed,18.62
22,Male,5.52,ECE,2,4,75,64,48,61,97,95.8,3,Not Placed,0.0
21,Male,6.71,ECE,3,2,39,40,85,50,32,95.3,0,Not Placed,0.0
25,Male,5.67,ECE,3,0,40,64,71,73,62,90.9,3,Not Placed,0.0
25,Male,9.18,MBA,2,0,37,77,100,97,86,97.4,0,Placed,13.95
23,Female,9.4,MECH,2,2,97,55,60,60,81,88.3,0,Placed,17.79
20,Female,7.51,MBA,1,1,47,86,81,52,96,87.5,0,Not Placed,0.0
23,Male,5.93,MECH,4,2,32,80,89,84,52,61.0,3,Not Placed,0.0
23,Male,5.64,MBA,0,2,44,51,96,57,99,67.0,3,Not Placed,0.0
23,Male,7.94,AIML,0,1,89,49,65,95,56,91.3,0,Not Placed,0.0
20,Male,7.53,MECH,2,1,84,66,62,84,63,99.9,0,Placed,13.61
20,Female,8.47,CIVIL,3,3,99,95,48,83,94,88.8,0,Placed,16.68
24,Male,6.53,CIVIL,3,4,61,78,44,69,65,83.2,0,Placed,10.9
21,Male,7.01,ECE,1,0,35,81,94,80,38,67.3,0,Not Placed,0.0
21,Female,5.11,MBA,0,1,45,46,47,63,54,97.9,1,Not Placed,0.0
24,Female,8.05,CSE,3,1,95,45,83,40,47,86.0,0,Placed,15.85
24,Male,7.12,ECE,1,3,45,84,91,76,56,79.6,0,Not Placed,0.0
25,Male,9.6,CSE,1,3,43,50,95,67,38,94.5,0,Placed,14.43
23,Male,8.21,MBA,2,4,91,63,94,43,85,98.1,0,Placed,15.11
24,Female,6.99,ECE,0,1,47,96,90,43,76,74.8,0,Not Placed,0.0
22,Female,6.32,ECE,1,1,37,79,85,53,78,80.6,2,Not Placed,0.0
21,Male,9.53,CIVIL,1,3,34,64,82,50,43,64.6,0,Placed,13.77
24,Male,5.08,CSE,1,2,70,76,50,62,51,98.4,3,Not Placed,0.0
22,Female,6.63,AIML,0,4,88,42,95,85,88,64.8,0,Not Placed,0.0
22,Female,9.72,AIML,2,1,38,43,75,51,63,97.2,0,Placed,14.88
22,Female,8.27,ECE,4,0,71,43,57,87,77,67.6,0,Placed,15.35
25,Male,7.66,MBA,3,0,47,96,70,97,98,96.4,0,Placed,12.11
25,Male,6.02,ECE,0,3,75,80,80,86,59,78.1,3,Not Placed,0.0
22,Male,9.17,CIVIL,0,0,77,40,47,81,30,83.7,0,Placed,15.1
25,Male,6.02,CSE,0,3,57,69,75,43,55,61.4,3,Not Placed,0.0
23,Female,6.24,ECE,4,2,66,54,90,40,100,75.8,3,Not Placed,0.0
22,Male,5.96,MBA,3,3,49,84,58,90,36,79.7,2,Not Placed,0.0
23,Male,5.79,AIML,3,1,67,70,61,79,34,60.4,1,Not Placed,0.0
23,Female,9.77,CSE,1,0,70,76,41,49,93,86.4,0,Placed,16.4
22,Male,8.01,ECE,1,1,91,89,50,46,52,93.6,0,Placed,14.36
21,Female,8.19,CSE,2,0,49,44,42,41,37,61.0,0,Not Placed,0.0
22,Male,9.77,CIVIL,0,0,52,82,72,62,76,79.7,0,Placed,14.77
22,Female,6.15,AIML,2,3,79,60,49,73,70,61.3,1,Not Placed,0.0
25,Male,5.03,MBA,0,4,34,74,92,93,77,94.9,2,Not Placed,0.0
22,Female,7.99,CSE,3,0,89,43,84,95,99,66.4,0,Placed,15.43
21,Male,7.54,AIML,2,0,72,46,42,90,95,62.3,0,Not Placed,0.0
25,Male,7.39,ECE,3,4,65,97,98,51,78,94.3,0,Placed,12.73
20,Female,5.31,MBA,1,1,32,68,78,90,31,77.8,1,Not Placed,0.0
20,Male,7.27,MBA,3,0,90,75,96,95,92,63.8,0,Placed,14.06
23,Male,6.44,MECH,4,3,83,74,76,51,42,85.9,1,Placed,12.55
23,Female,6.37,CSE,2,4,65,71,73,84,62,88.2,2,Not Placed,0.0
21,Female,6.11,AIML,0,4,74,81,89,55,54,82.7,1,Not Placed,0.0
24,Male,6.66,CSE,3,0,58,91,67,47,58,73.3,0,Not Placed,0.0
20,Male,6.77,ECE,2,1,55,50,53,81,66,77.0,0,Not Placed,0.0
23,Male,6.54,ECE,0,1,37,89,91,45,70,98.2,0,Not Placed,0.0
20,Male,9.89,MBA,2,2,51,72,97,54,64,81.4,0,Placed,15.7
21,Female,9.66,MBA,2,2,98,92,67,88,32,75.9,0,Placed,18.37
21,Female,7.87,AIML,4,3,73,80,69,50,76,88.3,0,Placed,14.6
24,Male,9.91,CIVIL,3,0,70,96,69,90,91,63.0,0,Placed,17.64
24,Female,9.96,CSE,4,1,65,56,96,69,47,71.6,0,Placed,17.73
25,Female,6.78,CSE,1,2,59,51,66,49,86,69.1,0,Not Placed,0.0
21,Female,7.23,ECE,2,0,78,40,41,62,81,87.2,0,Not Placed,0.0
23,Male,9.8,CSE,3,0,46,95,76,57,77,84.2,0,Placed,15.81
20,Male,8.04,AIML,1,1,59,62,52,48,49,90.4,0,Not Placed,0.0
22,Female,6.06,MECH,1,0,33,46,78,48,41,77.1,2,Not Placed,0.0
24,Male,8.45,MBA,4,4,64,53,81,89,62,67.0,0,Placed,15.09
22,Male,6.03,ECE,1,2,46,80,67,45,99,67.3,3,Not Placed,0.0
23,Male,6.7,MBA,0,3,36,83,59,55,99,95.7,0,Not Placed,0.0
24,Male,6.14,MBA,0,2,91,92,78,51,77,63.0,3,Not Placed,0.0
22,Male,6.22,MBA,0,0,87,79,94,41,52,83.8,2,Not Placed,0.0
23,Female,5.02,MECH,1,4,73,46,89,56,75,69.3,2,Not Placed,0.0
20,Male,9.4,CSE,2,2,87,53,57,65,36,68.6,0,Placed,17.14
23,Male,6.48,CIVIL,3,1,82,73,73,48,55,63.9,3,Not Placed,0.0
25,Female,5.43,MBA,0,4,38,41,96,44,96,99.2,2,Not Placed,0.0
24,Male,5.43,AIML,0,2,35,100,87,67,86,62.4,2,Not Placed,0.0
21,Male,7.78,MBA,0,0,48,59,84,69,54,65.9,0,Not Placed,0.0
20,Female,9.96,MBA,4,1,49,56,56,56,96,74.6,0,Placed,16.75
22,Male,5.73,CSE,4,0,93,49,77,86,68,78.2,1,Not Placed,0.0
24,Female,5.5,AIML,0,0,56,92,62,78,97,98.0,1,Not Placed,0.0
21,Female,7.19,CSE,0,1,36,44,70,98,67,69.7,0,Not Placed,0.0
23,Male,7.82,MBA,4,4,53,72,48,58,74,88.8,0,Placed,13.15
21,Male,6.47,CSE,3,2,37,76,74,45,93,86.3,1,Not Placed,0.0
24,Female,6.51,CSE,2,4,96,75,64,43,83,80.7,0,Placed,12.45
24,Male,7.12,ECE,3,1,40,83,78,83,100,70.6,0,Not Placed,0.0
25,Female,6.57,MECH,2,2,95,85,69,90,42,66.3,0,Placed,12.48
25,Female,9.58,CIVIL,1,1,30,97,44,77,79,67.1,0,Placed,13.43
21,Male,5.21,MECH,1,3,36,50,67,95,72,73.8,1,Not Placed,0.0
23,Male,6.17,MECH,3,3,53,60,92,93,36,65.5,2,Not Placed,0.0
21,Male,9.04,AIML,4,4,41,43,46,53,73,99.9,0,Placed,14.65
24,Male,9.17,ECE,0,1,92,64,81,55,93,77.8,0,Placed,16.02
24,Female,5.56,ECE,1,2,42,80,93,93,36,81.6,1,Not Placed,0.0
22,Female,9.87,CSE,4,4,99,74,95,76,39,84.7,0,Placed,19.71
25,Female,8.47,MECH,4,3,53,74,81,71,98,67.8,0,Placed,14.31
22,Male,6.36,CIVIL,2,3,67,74,81,70,91,79.3,1,Not Placed,0.0
20,Female,7.28,AIML,1,3,100,78,96,44,48,62.5,0,Placed,13.69
24,Female,6.49,ECE,3,4,39,72,77,56,62,98.8,1,Not Placed,0.0
22,Female,5.75,CSE,4,2,59,52,58,43,91,78.9,1,Not Placed,0.0
21,Male,6.46,CIVIL,3,3,56,43,99,82,96,61.2,3,Not Placed,0.0
25,Female,7.9,MECH,3,4,59,96,64,63,36,84.0,0,Placed,13.31
25,Female,9.13,CIVIL,1,4,31,83,57,45,59,64.0,0,Placed,12.81
23,Male,6.82,ECE,3,0,37,79,92,69,65,91.6,0,Not Placed,0.0
21,Female,6.74,AIML,3,0,46,90,86,94,45,98.1,0,Not Placed,0.0
23,Male,7.34,MECH,0,2,77,95,65,83,48,96.7,0,Placed,11.94
22,Male,8.22,AIML,3,3,93,77,84,50,64,77.1,0,Placed,15.94
20,Female,8.76,MBA,0,0,90,81,59,66,67,88.5,0,Placed,15.0
21,Male,6.63,CIVIL,1,2,42,84,41,48,87,66.2,0,Not Placed,0.0
21,Female,7.93,CIVIL,3,0,50,69,69,63,85,63.0,0,Not Placed,0.0
21,Female,6.95,CSE,4,3,31,66,61,59,92,92.8,0,Not Placed,0.0
23,Male,8.58,MECH,3,4,52,74,99,52,77,87.8,0,Placed,13.92
22,Male,5.82,CIVIL,0,3,45,67,81,94,95,96.3,1,Not Placed,0.0
21,Female,6.28,ECE,4,0,42,80,94,67,92,96.6,2,Not Placed,0.0
21,Female,7.13,MBA,1,3,33,81,73,86,88,73.9,0,Not Placed,0.0
25,Female,9.45,ECE,2,4,31,84,100,70,80,72.7,0,Placed,13.95
20,Female,7.87,AIML,2,1,94,87,74,71,94,77.7,0,Placed,14.71
25,Male,9.83,MBA,0,4,55,94,44,74,95,86.6,0,Placed,15.04
25,Male,5.52,MBA,1,0,59,47,96,76,81,60.2,3,Not Placed,0.0
20,Female,7.3,ECE,1,4,67,65,54,58,94,81.4,0,Placed,11.7
22,Male,7.1,CIVIL,3,2,49,82,78,86,99,60.8,0,Not Placed,0.0
25,Male,8.0,ECE,2,3,54,73,54,99,59,78.0,0,Placed,12.62
22,Female,9.06,MECH,3,1,81,100,67,46,73,63.3,0,Placed,16.55
25,Female,9.21,AIML,1,1,39,90,51,42,93,82.5,0,Placed,13.42
24,Female,8.35,MBA,0,3,70,68,42,79,69,72.6,0,Placed,13.12
20,Male,8.21,MECH,0,3,90,94,49,69,88,79.2,0,Placed,14.25
25,Female,9.75,CIVIL,4,2,31,41,75,97,79,98.3,0,Placed,15.56
24,Female,6.92,CIVIL,0,4,36,45,46,70,44,73.6,0,Not Placed,0.0
23,Female,9.16,ECE,2,1,89,87,82,84,50,88.8,0,Placed,16.79
24,Female,9.61,CSE,4,0,90,55,56,87,45,87.3,0,Placed,18.72
21,Male,7.46,MBA,2,3,56,46,59,79,76,94.8,0,Not Placed,0.0
25,Female,8.65,MBA,3,3,30,50,86,93,97,73.4,0,Placed,12.98
24,Female,6.89,CSE,3,1,56,98,88,48,34,62.2,0,Not Placed,0.0
22,Male,5.79,CIVIL,0,3,89,55,85,73,62,98.8,1,Not Placed,0.0
23,Male,7.93,CIVIL,4,1,82,45,92,61,85,74.5,0,Placed,15.17
25,Female,5.98,MBA,2,0,65,76,67,66,68,67.7,2,Not Placed,0.0
21,Male,7.29,AIML,2,0,53,48,51,91,39,96.6,0,Not Placed,0.0
24,Male,9.36,MBA,1,1,64,42,57,94,68,67.6,0,Placed,15.12
23,Male,5.43,CIVIL,0,3,62,92,96,66,60,81.2,3,Not Placed,0.0
25,Male,5.15,CIVIL,3,2,46,68,84,72,37,90.2,3,Not Placed,0.0
23,Male,8.03,AIML,1,2,98,92,90,91,33,89.2,0,Placed,14.9
21,Male,6.66,MECH,3,4,64,47,76,84,34,61.2,0,Not Placed,0.0
24,Female,7.09,MECH,3,2,76,79,51,84,65,68.1,0,Placed,12.68
23,Female,7.03,AIML,2,3,88,56,47,82,35,95.5,0,Placed,12.77
23,Female,5.43,AIML,3,2,90,77,79,81,89,82.1,2,Not Placed,0.0
20,Male,5.02,MECH,4,4,51,83,80,91,84,87.5,2,Not Placed,0.0
